id,year,field of study,degree,gpa,aid,name,grad
367,2010,Container Design,BA,2.744654181,0,"King, Devante",UG
368,2010,Container Design,BA,2.790149166,1,"Demandante, Rich",UG
369,2010,Container Design,BA,2.858416039,0,"Palmer, Corey",UG
370,2010,Basket Weaving,Masters,3.090239407,0,"Moore, Casimer",Grad
371,2010,Basket Weaving,BA,2.864694329,1,"Legg, Darien",UG
372,2010,Container Design,Minor,3.305571292,0,"De Werd, David",Grad
373,2010,Basket Weaving,BA,2.899538201,0,"Williams, John",UG
374,2010,Rug Weaving,Minor,2.985951426,0,"Myagmarsuren, Duke",Grad
375,2010,Basket Weaving,BA,3.046980292,1,"Edwards, Robert",UG
376,2010,Rug Weaving,BA,3.028984523,1,"Franklin, Gerhome",UG
377,2010,Basket Weaving,Masters,3.157667318,0,"Garcia, Christopher",Grad
378,2010,Container Design,Masters,3.165948892,1,"Johnson, Patrick",Grad
379,2010,Data Analytics,BA,2.880976135,0,"Barrera, Alexis",UG
380,2010,Rug Weaving,Minor,2.876123445,1,"Mcgregor, Dylan",Grad
381,2010,Basket Weaving,BA,3.04835215,1,"Kagan, Benjamin",UG
382,2010,Basket Weaving,BA,2.78813613,1,"Brown, Ryan",UG
383,2010,Basket Weaving,Masters,2.894309054,0,"Hammond, David",Grad
384,2010,Basket Weaving,BA,2.930416671,0,"Benham, Scott",UG
385,2010,Rug Weaving,Minor,2.847924221,0,"Tan, Kele",Grad
386,2010,Data Analytics,BA,3.042357881,1,"Clinton, Darien",UG
387,2010,Rug Weaving,Doctoral,2.864488174,0,"Lopez, Zackary",Grad
388,2010,Basket Weaving,Masters,2.734786437,0,"Warman, Cody",Grad
389,2010,Basket Weaving,BA,2.769884816,0,"Nava, Ismael",UG
390,2010,Data Analytics,Masters,2.722789932,0,"Trinh, Andrew",Grad
391,2010,Data Analytics,BA,3.181918656,0,"Martinez, Eduardo",UG
392,2010,Container Design,BA,3.26028816,0,"Lobato, Francisco",UG
393,2010,Container Design,BA,2.948059847,1,"Cornejo, Oscar",UG
394,2010,Rug Weaving,BA,2.85231134,0,"Doner, Caigen",UG
395,2010,Rug Weaving,Doctoral,3.014732849,0,"Malhotra, Payton",Grad
396,2010,Basket Weaving,BA,3.212312215,1,"Heslip, Zachary",UG
397,2010,Basket Weaving,BA,2.810895332,0,"Ehizuelen, Dexter",UG
398,2010,Container Design,BA,3.240806685,0,"Bean, Daniel",UG
399,2010,Basket Weaving,Doctoral,2.899708555,0,"Hart, Tyrone",Grad
400,2010,Basket Weaving,BA,2.743489488,0,"Hall, Tyler",UG
401,2010,Rug Weaving,Doctoral,2.832307605,0,"Glaspy, Johnathan",Grad
402,2010,Container Design,BA,2.987544742,1,"Salas, Reyin",UG
403,2010,Rug Weaving,Masters,3.041245514,1,"Torres, Joshua",Grad
404,2010,Basket Weaving,Minor,2.700084474,0,"Roth, Adiel",Grad
405,2010,Rug Weaving,BA,2.987452896,0,"Wong, Justin",UG
406,2010,Container Design,Minor,3.110035625,0,"Magno, Abraham",Grad
407,2010,Basket Weaving,BA,2.98128356,0,"Grimes, Adrian",UG
408,2010,Basket Weaving,BA,2.899250714,1,"Weinant, Cade",UG
409,2010,Basket Weaving,BA,3.284000678,0,"Moss, Michaud",UG
410,2010,Rug Weaving,BA,3.003572705,0,"Hofferber, Saul",UG
411,2010,Basket Weaving,Masters,2.814321789,0,"Quezada, Ernesto",Grad
412,2010,Rug Weaving,BA,2.665012421,0,"Haynes, Jason",UG
413,2010,Data Analytics,Doctoral,3.441476632,0,"Blanton, Zechariah",Grad
414,2010,Container Design,Doctoral,3.064607811,1,"Avilova, Ramon",Grad
415,2010,Container Design,BA,3.34015924,1,"Hood, Richard",UG
416,2010,Basket Weaving,BA,3.001366169,0,"Johnson, Steven",UG
417,2010,Basket Weaving,BA,2.80308688,1,"Pan, Bradley",UG
418,2010,Rug Weaving,Masters,3.212262287,1,"Mosenteen, Andrew",Grad
419,2010,Container Design,BA,2.949989821,1,"Purewal, Matthew",UG
420,2010,Basket Weaving,Masters,2.953288065,0,"Parker, Nolawee",Grad
421,2010,Basket Weaving,Masters,3.136227038,0,"Aubry, Eli",Grad
422,2010,Rug Weaving,BA,2.949873588,0,"Finochio, Jacob",UG
423,2010,Rug Weaving,BA,2.875524228,0,"Ausborne, Leroy",UG
424,2010,Container Design,BA,2.876235454,1,"Maes, Austin",UG
425,2010,Rug Weaving,Minor,3.214473486,0,"Dunker, Taylor",Grad
426,2010,Container Design,Doctoral,2.679559686,0,"Bonilla, Austin",Grad
427,2010,Rug Weaving,BA,2.948882737,0,"Debramaletta, Jemar",UG
428,2010,Container Design,BA,2.940599522,0,"Lett, Grayson",UG
429,2010,Rug Weaving,Minor,2.928306107,0,"Escobedo, Luis",Grad
430,2010,Container Design,Minor,2.746552659,0,"Vinod, David",Grad
431,2010,Container Design,BA,2.793542886,0,"Franco, Pablo",UG
432,2010,Basket Weaving,BA,3.163099301,0,"Jimenez, Darion",UG
433,2010,Basket Weaving,BA,2.893527541,1,"Gonzales, Adam",UG
434,2010,Container Design,BA,3.0016774,1,"Moore, Corey",UG
435,2010,Container Design,BA,2.653244347,1,"Carter, Christopher",UG
436,2010,Basket Weaving,BA,2.977879536,0,"Martinez, Carlos",UG
437,2010,Basket Weaving,BA,3.130276133,0,"Cook, Joshua",UG
438,2010,Container Design,BA,3.231130596,1,"Benitez, Jeremy",UG
439,2010,Basket Weaving,Masters,2.892720655,0,"Liverant, Chance",Grad
440,2010,Data Analytics,BA,3.279088789,0,"Thipsombath, Dylan",UG
441,2010,Data Analytics,BA,2.759257658,1,"Thue, Ryan",UG
442,2010,Container Design,BA,3.27287703,0,"Aochi, Joseph",UG
443,2010,Container Design,BA,2.744825956,0,"Ackerson, Benjamin",UG
444,2010,Data Analytics,BA,2.992614028,1,"Wang, Andy",UG
445,2010,Container Design,BA,2.818068495,0,"Balintucas, Adam",UG
446,2010,Basket Weaving,BA,3.085891753,0,"Lam, Miguel",UG
447,2010,Container Design,BA,2.988862367,0,"Ritzwoller, Jesse",UG
448,2010,Rug Weaving,BA,3.084456545,0,"Morris, Keenan",UG
449,2010,Basket Weaving,BA,3.035574578,1,"Cluney, Saul",UG
450,2010,Data Analytics,Masters,2.859290016,1,"Huston, Austin",Grad
451,2010,Container Design,BA,2.719431269,0,"David, Caleb",UG
452,2010,Rug Weaving,BA,2.738850709,0,"Deandrea, Bradley",UG
453,2010,Container Design,BA,3.157923974,1,"Munoz, Jay",UG
454,2010,Basket Weaving,BA,3.177700835,1,"Wruk, Ryan",UG
455,2010,Rug Weaving,Masters,2.824834842,0,"Hu, Kou Meng",Grad
456,2010,Rug Weaving,Minor,2.943701237,0,"Tran, Dylan",Grad
457,2010,Rug Weaving,BA,2.8822942,0,"Lewis, Cody",UG
458,2010,Rug Weaving,BA,3.437031579,0,"Moua, Cam",UG
459,2010,Data Analytics,Masters,3.097276429,1,"Powell, Julian",Grad
460,2010,Container Design,BA,3.063609542,0,"Slouka, Johnathan",UG
461,2010,Basket Weaving,BA,2.719180213,0,"Birney, Josiah",UG
462,2010,Container Design,BA,2.94173621,0,"Bushma, Nathaniel",UG
463,2010,Basket Weaving,Masters,3.021307477,0,"Retland, Brandon",Grad
464,2010,Container Design,BA,2.895129786,0,"Martin Jr, Trae",UG
465,2010,Data Analytics,Masters,2.639376727,0,"Malik, Ken",Grad
466,2010,Rug Weaving,BA,3.137499875,0,"Williams, Kedryck",UG
467,2010,Data Analytics,BA,3.04314542,0,"Johnson, Joseph",UG
468,2010,Basket Weaving,Minor,2.545746417,0,"Staton, Michael",Grad
469,2010,Basket Weaving,Masters,2.917932434,0,"De Guzman, Roy",Grad
470,2010,Basket Weaving,Masters,3.065268055,0,"Faulkner, Eric",Grad
471,2010,Rug Weaving,Masters,3.279409268,0,"Gor, Sheikhnoor",Grad
472,2010,Data Analytics,Masters,2.859839974,1,"Williams, Matthew",Grad
473,2010,Container Design,Masters,3.467883197,0,"Hernandez, Ariel",Grad
474,2010,Basket Weaving,BA,2.677561595,0,"Flemons, Isaiah",UG
475,2010,Container Design,BA,2.939786443,0,"Strohm, Joshua",UG
476,2010,Container Design,BA,3.009831007,0,"Boley, Jacob",UG
477,2010,Rug Weaving,BA,2.943005933,0,"Wallace, John",UG
478,2010,Basket Weaving,Minor,2.803232727,0,"Chung, Quinn",Grad
479,2010,Basket Weaving,BA,3.235994268,0,"Hudson, Thaddieus",UG
480,2010,Container Design,BA,2.78431047,1,"Huntington, Sha-Quille",UG
481,2010,Container Design,Masters,3.010135207,0,"Barodi, Hugo",Grad
482,2010,Container Design,BA,3.130400878,0,"Swanson, Sung",UG
483,2010,Basket Weaving,Doctoral,2.979498351,0,"Haynes, Daiveante",Grad
484,2010,Rug Weaving,Doctoral,2.977565248,0,"Nghiem, Da Ham",Grad
485,2010,Data Analytics,Masters,2.932950118,1,"Townsend, Tracy",Grad
486,2010,Data Analytics,BA,2.995343957,0,"Martinez, Emilio",UG
487,2010,Basket Weaving,BA,3.001190071,1,"Horton, Christopher",UG
488,2010,Basket Weaving,BA,3.172375027,0,"Bateman, Hyun",UG
489,2010,Rug Weaving,BA,3.152457377,1,"Saiz, Adrian",UG
490,2010,Rug Weaving,Minor,3.072634743,0,"Kennedy, Justin",Grad
491,2010,Basket Weaving,Minor,2.850326214,0,"Perez Salazar, Jaime",Grad
492,2010,Data Analytics,BA,3.042253036,0,"Prince, Steven",UG
493,2010,Data Analytics,BA,3.068192933,0,"Reyes, Christopher",UG
494,2010,Basket Weaving,BA,3.158282699,1,"Wu, Joseph",UG
495,2010,Container Design,BA,3.395027181,0,"Gilbert, Lawrence",UG
496,2010,Basket Weaving,BA,2.838145013,0,"Brown, Anthony",UG
497,2010,Container Design,Masters,2.929416635,0,"Johnson, Te",Grad
498,2010,Basket Weaving,Masters,3.086377814,1,"Christensen, Yuki",Grad
499,2010,Data Analytics,BA,3.315531121,0,"Hyde, Matthew",UG
500,2010,Basket Weaving,Masters,3.327458841,0,"Veno, Dunccun",Grad
501,2010,Basket Weaving,BA,2.841567387,1,"Lee, Jonathan",UG
502,2010,Data Analytics,BA,3.034605562,0,"Madera, Adan",UG
503,2010,Rug Weaving,Doctoral,2.924317265,1,"Liu, Glennon",Grad
504,2010,Basket Weaving,BA,3.113842287,0,"Alcon, Eric",UG
505,2010,Container Design,BA,2.891830036,1,"Bartling, Hanyuan",UG
506,2010,Basket Weaving,BA,3.045802398,1,"Perez Robles, Fabian",UG
507,2010,Basket Weaving,Minor,3.014646064,0,"Nguyen, Matthew",Grad
508,2010,Data Analytics,BA,3.26287086,0,"Lenberg, Tyler",UG
509,2010,Data Analytics,Doctoral,3.047726718,1,"Reding, Cory",Grad
510,2010,Basket Weaving,Masters,2.732691982,0,"Pradhan, Fred",Grad
511,2010,Basket Weaving,BA,3.009840523,1,"Abdou, Walter",UG
512,2010,Basket Weaving,BA,3.312380994,0,"Briles, Alexander",UG
513,2010,Rug Weaving,Masters,3.172664339,0,"Kadlubowski, Matthew",Grad
514,2010,Container Design,Masters,2.966512772,1,"Hall, Kivon",Grad
515,2010,Basket Weaving,Doctoral,3.16185542,0,"Majalca, Luis",Grad
516,2010,Rug Weaving,BA,2.899550804,0,"Talbott, Caden",UG
517,2010,Basket Weaving,BA,2.869179611,0,"Munfrada, Daniel",UG
518,2010,Rug Weaving,BA,3.031314293,1,"Tram, Jun Raziel",UG
519,2010,Rug Weaving,Minor,3.182079651,0,"Abeyta, Jerome",Grad
520,2010,Basket Weaving,BA,2.446183011,1,"Forrester, Jalen",UG
521,2010,Container Design,Masters,3.156895434,0,"Morris, Travis",Grad
522,2010,Rug Weaving,Doctoral,3.118134283,1,"Casto, Trenton",Grad
523,2010,Basket Weaving,Masters,3.274773933,1,"Chan, Barathwaj",Grad
524,2010,Container Design,BA,3.025033487,0,"Mazotti, John",UG
525,2010,Container Design,Minor,3.059514318,1,"Grant, Aaron",Grad
526,2010,Rug Weaving,BA,2.864794368,0,"Quezada Navarrete, Thomas",UG
527,2010,Container Design,Masters,3.384231547,1,"Barkers, Leslie",Grad
528,2010,Basket Weaving,BA,2.952178144,0,"Luna, Angel",UG
529,2010,Basket Weaving,BA,2.776895157,0,"Britton, Trey",UG
530,2010,Rug Weaving,BA,3.179027519,0,"Petersen, Benjamin",UG
531,2010,Rug Weaving,Minor,3.094607023,0,"Bortolutti, Lance",Grad
532,2010,Basket Weaving,BA,2.904673561,1,"Stone, Brandon",UG
533,2010,Basket Weaving,BA,3.34514857,1,"Miller, Torrey",UG
534,2010,Data Analytics,BA,2.823471632,0,"Payne, Jacob",UG
535,2010,Data Analytics,Masters,2.940733509,0,"Traut, Aaron",Grad
536,2010,Basket Weaving,BA,2.910147289,0,"Wilcox, Abdulrahman",UG
537,2010,Rug Weaving,Masters,2.959145598,1,"Martinez, Herman-Omar",Grad
538,2010,Container Design,BA,2.96124099,0,"Gallegos, Anthony",UG
539,2010,Rug Weaving,BA,2.818738104,0,"Ratliff, Skylar",UG
540,2010,Container Design,Masters,2.672932981,0,"Armenta, Gerardo",Grad
541,2010,Container Design,BA,3.039591933,0,"Hansen, Adam",UG
542,2010,Rug Weaving,Masters,3.39298042,0,"Castanon, Valeria",Grad
543,2010,Rug Weaving,Doctoral,3.051400448,0,"Eshima, Marvin",Grad
544,2010,Basket Weaving,Minor,2.751791432,0,"Peet Uc, Justin",Grad
545,2010,Rug Weaving,BA,2.826372044,1,"Kim, Matthew",UG
546,2010,Data Analytics,BA,3.082594272,1,"Fairchild, Jacob",UG
547,2010,Container Design,Minor,2.775402307,0,"Hoeckel, Daniel",Grad
548,2010,Container Design,Doctoral,3.302630382,0,"Mostafa, Cameron",Grad
549,2010,Data Analytics,BA,3.082339279,1,"Zander, Dan",UG
550,2010,Rug Weaving,Minor,3.161624516,1,"Chen, Yu Shen",Grad
551,2010,Rug Weaving,BA,3.162509752,1,"Briones, Matthew",UG
552,2010,Data Analytics,BA,3.199730572,0,"Enriquez, Benjamin",UG
553,2010,Rug Weaving,Masters,3.053390744,1,"Miller, Andrew",Grad
554,2010,Rug Weaving,BA,2.601415829,0,"Johnson, Shaquille",UG
555,2010,Basket Weaving,BA,2.870143297,0,"Headley, Mourad",UG
556,2010,Rug Weaving,BA,2.715595718,1,"Liang, August",UG
557,2010,Data Analytics,BA,3.057203677,0,"Dang, Samuel",UG
558,2010,Container Design,Doctoral,2.849880763,0,"Boyer, Hakeem",Grad
559,2010,Basket Weaving,BA,2.928940883,1,"Berhe, Derrick",UG
560,2010,Basket Weaving,BA,3.431476759,0,"Tyler, Charles",UG
561,2010,Container Design,Masters,2.990629811,1,"Varela, Esteban",Grad
562,2010,Data Analytics,BA,3.036290773,1,"Nem, Xyoob",UG
563,2010,Container Design,Masters,3.30761797,1,"Smith, Daylen",Grad
564,2010,Basket Weaving,BA,2.77145883,0,"Romero, Jamile",UG
565,2010,Basket Weaving,Minor,2.894831099,0,"Tovar, Josiah",Grad
566,2010,Data Analytics,Minor,3.293885503,0,"Parker, Dylan",Grad
567,2010,Rug Weaving,Masters,3.118516391,0,"Ware, Macarthur",Grad
568,2010,Data Analytics,Masters,2.699551626,0,"Lindsey, Jeremiah",Grad
569,2010,Rug Weaving,Doctoral,3.176638588,1,"Oseth, Tucker",Grad
570,2010,Basket Weaving,BA,3.151281959,1,"Gerard, Cristian",UG
571,2010,Basket Weaving,BA,2.968357578,0,"Boyd, Jamarcus",UG
572,2010,Basket Weaving,Masters,3.022352975,0,"Martin, Sterling",Grad
573,2010,Basket Weaving,Doctoral,2.901800469,0,"Stellick Mckenzie, Christian",Grad
574,2010,Basket Weaving,BA,3.413471995,0,"Antonucci, Christopher",UG
575,2010,Data Analytics,BA,3.038481899,1,"Hernandez, Joshua",UG
576,2010,Container Design,BA,3.016097078,1,"Gorton, Michael",UG
577,2010,Basket Weaving,BA,2.90463258,1,"Montoya, Carlos",UG
578,2010,Basket Weaving,BA,3.109317927,0,"Rockhold, Nicholas",UG
579,2010,Container Design,BA,3.156027836,0,"Wakibugu, Chidiebere",UG
580,2010,Container Design,BA,2.939117796,0,"Delacastro, Everette",UG
581,2010,Container Design,Masters,2.830806465,1,"Mehrotra, Reno",Grad
582,2010,Rug Weaving,Doctoral,2.909924192,1,"Egan, Joshua",Grad
583,2010,Rug Weaving,BA,3.017632363,0,"Pham, Ryosuke",UG
584,2010,Container Design,Masters,3.137627345,1,"Hietala, Maxwell",Grad
585,2010,Container Design,BA,3.523673783,1,"Bos-Simonton, Christopher",UG
586,2010,Basket Weaving,Doctoral,3.213945531,1,"Roberts, Kasimir",Grad
587,2010,Container Design,BA,2.964721425,0,"Alvarado Cardenas, Derek",UG
588,2010,Container Design,BA,2.87636149,1,"Rouse, Kylon",UG
589,2010,Basket Weaving,BA,2.946101962,0,"Foreman, J'Quan",UG
590,2010,Container Design,BA,3.05019453,0,"Taylor, Joseph",UG
591,2010,Container Design,Masters,2.866636066,0,"Phung, Kevin",Grad
592,2010,Basket Weaving,BA,3.097498638,0,"Richardson, Tyrell",UG
593,2010,Container Design,BA,3.482856103,1,"Nelson, Nicolas",UG
594,2010,Rug Weaving,Doctoral,3.395211481,1,"Chacon, Nikolas",Grad
595,2010,Basket Weaving,Doctoral,2.585261325,0,"Bryant, Boeing",Grad
596,2010,Basket Weaving,Doctoral,3.064811635,0,"Fernandez, Enriquez",Grad
597,2010,Data Analytics,BA,3.043048807,1,"Phung, Michael",UG
598,2010,Basket Weaving,Doctoral,3.164971816,0,"Varn, Avery",Grad
599,2010,Data Analytics,BA,3.016901235,0,"Luliak, Dillon",UG
600,2010,Rug Weaving,Masters,3.203845112,0,"Malinowski, Brett",Grad
601,2010,Basket Weaving,BA,3.294110473,1,"Gutierrez, Luke",UG
602,2010,Data Analytics,Masters,2.934046616,0,"Theodorakos, Coby",Grad
603,2010,Basket Weaving,BA,3.088978237,0,"Lee, Matthew",UG
604,2010,Rug Weaving,Masters,2.996034508,0,"Meneses, Sebastian",Grad
605,2010,Container Design,Minor,3.147661568,1,"Cappellucci, Daniel",Grad
606,2010,Container Design,Masters,3.271784395,1,"Kaur, Jeremy",Grad
607,2010,Basket Weaving,BA,2.893932351,0,"Antunez, Ivan",UG
608,2010,Rug Weaving,BA,2.805927782,0,"Torres, Ty",UG
609,2010,Container Design,Minor,2.533370988,0,"Grove, Daniel",Grad
610,2010,Container Design,BA,3.110120033,0,"Romero, Stephen",UG
611,2010,Container Design,BA,3.107862866,0,"Ward, Kento",UG
612,2010,Basket Weaving,BA,3.111877491,1,"Pease, Corey",UG
613,2010,Basket Weaving,BA,3.041413113,1,"Laird, Preston",UG
614,2010,Container Design,Minor,2.741856816,0,"Sandoval, Jerad",Grad
615,2010,Container Design,Doctoral,2.764671659,0,"Valle, Aaron",Grad
616,2010,Container Design,Masters,3.092384234,0,"Christensen, John",Grad
617,2010,Rug Weaving,BA,2.773798127,0,"Blanco, Tyler",UG
618,2010,Basket Weaving,BA,3.118099202,0,"Bartholomew, Robert",UG
619,2010,Container Design,Doctoral,2.803231421,0,"Luna-Mares, Kristoffer",Grad
620,2010,Rug Weaving,BA,3.200788118,1,"Rabon, Jackson",UG
621,2010,Basket Weaving,BA,3.066241847,0,"Wetmore, Jordan",UG
622,2010,Container Design,BA,3.200375541,1,"Verploeg, Daniel",UG
623,2010,Rug Weaving,BA,3.155453409,0,"Vaz, Devin",UG
624,2010,Rug Weaving,Masters,2.760072308,0,"Richardson, Kameron",Grad
625,2010,Container Design,BA,3.183855608,0,"Pierre, Markies",UG
626,2010,Container Design,Minor,3.13481247,0,"Montuori, Conor",Grad
627,2010,Basket Weaving,BA,3.031400619,0,"Nguyen, Dakota",UG
628,2010,Container Design,BA,2.682637549,0,"Tucker, Joshua",UG
629,2010,Basket Weaving,BA,3.164822484,0,"Wynn, Jeremy",UG
630,2010,Container Design,Doctoral,2.819047924,0,"Montoya, Emmanuel",Grad
631,2010,Container Design,BA,3.12845182,0,"Smith, Pao",UG
632,2010,Basket Weaving,BA,2.830068781,1,"Dockery, Roderick",UG
633,2010,Rug Weaving,BA,2.977698665,0,"Wilks, Duncan",UG
634,2010,Container Design,Masters,3.03419228,1,"King, Christopher",Grad
635,2010,Basket Weaving,BA,3.197715461,1,"Danhauer, Nickelos",UG
636,2010,Container Design,Masters,2.79239301,1,"Musso, Connor",Grad
637,2010,Basket Weaving,BA,3.047944271,0,"Blanton, Steven",UG
638,2010,Basket Weaving,BA,2.988413926,0,"Kins, Brandon",UG
639,2010,Container Design,BA,3.399517781,1,"Cooper, Jaylen",UG
640,2010,Rug Weaving,BA,2.860408649,0,"Caballero, Harrison",UG
641,2010,Container Design,BA,3.228462321,0,"Rangel, Michael",UG
642,2010,Basket Weaving,BA,2.982253043,0,"Greimann, Eric Thuc",UG
643,2010,Data Analytics,BA,2.856334705,0,"Williams, Kiyo",UG
644,2010,Basket Weaving,BA,2.777184292,1,"Puerner, Robert",UG
645,2010,Rug Weaving,BA,3.111181185,1,"Wang, Akhilesh",UG
646,2010,Container Design,BA,2.581894631,0,"Herrera, Jose",UG
647,2010,Container Design,Doctoral,2.853594771,1,"Mcdole, Trenton",Grad
648,2010,Basket Weaving,Minor,3.158191809,0,"Vigil, Michael",Grad
649,2010,Rug Weaving,BA,3.02428976,1,"Norwood, Justin",UG
650,2010,Basket Weaving,Doctoral,3.128296481,0,"Minton, Aaron",Grad
651,2010,Rug Weaving,BA,2.695930788,1,"Holliday, Yosief",UG
652,2010,Rug Weaving,BA,3.060202049,1,"Guthrie, Aaron",UG
653,2010,Basket Weaving,BA,3.171841725,0,"Galvin, Daniel",UG
654,2010,Container Design,BA,2.962588942,0,"Ramirez-Salaz, Moises",UG
655,2010,Basket Weaving,Masters,3.283761685,0,"Paulson, Tseren-Yondon",Grad
656,2010,Basket Weaving,BA,2.944385352,1,"Fragoso, Devin",UG
657,2010,Basket Weaving,Masters,2.947236082,0,"Alvarado, Tobias",Grad
658,2010,Container Design,BA,3.14921769,1,"Denny, Cruz",UG
659,2010,Basket Weaving,BA,3.082152408,0,"Hobbs, Tracy",UG
660,2010,Container Design,BA,3.094614763,0,"Kweon, Madhav",UG
661,2010,Basket Weaving,BA,2.89556719,0,"Gilmore, Vincent",UG
662,2010,Container Design,Masters,3.135569017,0,"Park, De'Von",Grad
663,2010,Basket Weaving,BA,2.941125458,1,"Kraxberger, Spencer",UG
664,2010,Container Design,Masters,3.031759609,0,"Diaz, Damian",Grad
665,2010,Basket Weaving,BA,2.814828824,0,"Scott, Kyle",UG
666,2010,Basket Weaving,Masters,3.24772582,0,"Nguyen, Phat",Grad
667,2010,Container Design,Masters,3.180137042,1,"Dalebroux, Travis",Grad
668,2010,Rug Weaving,Minor,2.947222362,1,"Whittington, Marcus",Grad
669,2010,Container Design,Minor,3.143247131,1,"Ho, Davy",Grad
670,2010,Basket Weaving,Minor,2.951756462,0,"Keeler, Bryas",Grad
671,2010,Data Analytics,Masters,3.313910084,0,"Medina, Jason",Grad
672,2010,Data Analytics,BA,3.104785804,1,"Hopson, Dawson",UG
673,2010,Basket Weaving,Doctoral,3.163445939,0,"Alvarado Jr, Enrique",Grad
674,2010,Basket Weaving,BA,2.718974199,0,"Gray, Morgan",UG
675,2010,Container Design,BA,3.116104198,0,"Hsueh, Samuel",UG
676,2010,Rug Weaving,BA,2.954136364,0,"Manuel, Mitchell",UG
677,2010,Rug Weaving,BA,2.943726644,0,"Van, Noel",UG
678,2010,Basket Weaving,Masters,2.734195157,0,"Holloway, Austin",Grad
679,2010,Rug Weaving,BA,2.813698614,0,"Harper, Quinterror",UG
680,2010,Basket Weaving,Masters,3.150459379,1,"Thomas, Luke",Grad
681,2010,Basket Weaving,Doctoral,2.879534733,0,"Sharp, Kalleb",Grad
682,2010,Basket Weaving,Masters,2.807763461,0,"Fergerson, Juliun",Grad
683,2010,Basket Weaving,Masters,3.034799857,1,"Talain, Cu Chulainn",Grad
684,2010,Basket Weaving,Doctoral,2.538102774,0,"Gray, Timothy",Grad
685,2010,Rug Weaving,BA,3.211643141,1,"Keodara, Bryan",UG
686,2010,Rug Weaving,Masters,3.32979208,0,"Colborg, Mattjoo",Grad
687,2010,Basket Weaving,Minor,3.140533475,0,"Thurman, Tyler",Grad
688,2010,Container Design,BA,3.096969515,0,"Palacios, Dominic",UG
689,2010,Basket Weaving,BA,3.170634668,0,"Saravanan, Andrew",UG
690,2010,Container Design,BA,2.89520685,0,"Villela, Jesse",UG
691,2010,Basket Weaving,Masters,3.091324388,0,"Jang, Jamie",Grad
692,2010,Data Analytics,BA,2.810013583,0,"Tran, Naweed",UG
693,2010,Basket Weaving,Minor,2.956660316,0,"Camagong, Jyotshal",Grad
